val
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-81.0
-81.0
-81.0
-81.0
-81.0
-81.0
-81.0
-81.0
-81.0
-81.0
-74.0
-74.0
-74.0
-74.0
-74.0
-74.0
-74.0
-74.0
-74.0
-74.0
-74.0
-45.0
-45.0
-45.0
-45.0
-45.0
-45.0
-45.0
-45.0
-45.0
-39.0
-39.0
-39.0
-39.0
-39.0
-39.0
-39.0
-39.0
-39.0
-39.0
-39.0
-39.0
-39.0
-39.0
-39.0
-39.0
-39.0
-39.0
-39.0
-39.0
-58.0
-58.0
-58.0
-58.0
-58.0
-58.0
-58.0
-58.0
-58.0
-58.0
-80.0
-85.0
-85.0
-85.0
-85.0
-85.0
-85.0
-85.0
-85.0
-72.0
-72.0
-72.0
-72.0
-72.0
-72.0
-72.0
-72.0
-72.0
-72.0
-72.0
-72.0
-72.0
-72.0
-56.0
-56.0
-56.0
-56.0
-56.0
-56.0
-56.0
-29.0
-29.0
-29.0
-29.0
-29.0
-20.0
-20.0
-20.0
-12.0
-12.0
-12.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
